,title,price,mileage,year,location
4122,HONDA BEAT CW FI,"Rp 14,000,000",5 - 10K KM,2018,Sepang Jaya
4123,HONDA BEAT CW,"Rp 13,500,000",10 - 20K KM,2017,Sepang Jaya
4124,HONDA SCOOPY,"Rp 8,500,000",30K+ KM,2011,Gunung Gangsir
4125,YAMAHA MIO Z 125,"Rp 11,000,000",30K+ KM,2017,Regol Wetan
4126,YAMAHA MIO Z 125,"Rp 11,000,000",30K+ KM,2017,Regol Wetan
4127,YAMAHA JUPITER MX,"Rp 8,000,000",30K+ KM,2010,Regol Wetan
4128,YAMAHA AEROX 155 GP,"Rp 20,100,000",30K+ KM,2018,Regol Wetan
4129,KAWASAKI NINJA RR,"Rp 30,900,000",30K+ KM,2015,Regol Wetan
4130,HONDA SCOOPY ESP,"Rp 15,000,000",30K+ KM,2016,Palangka
4131,HONDA SCOOPY ESP,"Rp 14,500,000",30K+ KM,2015,Citerep
4132,HONDA BEAT CBS FI,"Rp 8,000,000",30K+ KM,2014,Hampalit
4133,YAMAHA XABRE,"Rp 17,000,000",30K+ KM,2017,Hampalit
4134,SUZUKI SPIN ,"Rp 8,700,000",30K+ KM,2010,Mentawa Baru Hilir
4135,HONDA BEAT CW FI,"Rp 11,000,000",30K+ KM,2016,Mentawa Baru Hilir
4136,HONDA BEAT CW PLUS,"Rp 9,000,000",30K+ KM,2013,Mentawa Baru Hilir
4137,HONDA VARIO 110 CBS ADVANCE,"Rp 11,000,000",30K+ KM,2014,Kuripan
4138,SUZUKI SATRIA FU 150,"Rp 12,200,000",30K+ KM,2013,Kuripan
4139,HONDA BEAT FISPORTY CW ESP,"Rp 14,300,000",30K+ KM,2017,Kuripan
4140,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 18,600,000",30K+ KM,2016,Kuripan
4141,HONDA VARIO 125 ESP CBS,"Rp 16,200,000",30K+ KM,2016,Kuripan
4142,HONDA VARIO 125 ESP CBS,"Rp 18,900,000",30K+ KM,2019,Kuripan
4143,YAMAHA NMAX ABS,"Rp 21,700,000",30K+ KM,2016,Tenjolaya
4144,YAMAHA NEW V IXION KS,"Rp 16,500,000",30K+ KM,2014,Kuripan
4145,HONDA VARIO110 ,"Rp 12,700,000",30K+ KM,2016,Brumbungan
4146,YAMAHA VIXION,"Rp 15,700,000",30K+ KM,2013,Kuripan
4147,HONDA CB150R,"Rp 19,500,000",30K+ KM,2016,Brumbungan
4148,HONDA MEGA PRO,"Rp 12,000,000",30K+ KM,2014,Brumbungan
4149,KAWASAKI NINJA R,"Rp 24,400,000",30K+ KM,2015,Kuripan
4150,HONDA NEW BEAT FI CW PLUS,"Rp 14,000,000",10 - 20K KM,2018,Pemecutan Klod
4151,HONDA SCOOPY ESP,"Rp 17,000,000",30K+ KM,2017,Kuripan
4152,YAMAHA SCORPIO Z CW,"Rp 14,800,000",30K+ KM,2012,Kuripan
4153,SUZUKI SATRIA FU 150,"Rp 13,800,000",30K+ KM,2015,Kuripan
4154,YAMAHA VIXION,"Rp 12,400,000",30K+ KM,2011,Kuripan
4155,HONDA SUPRA X 125 CW,"Rp 11,400,000",30K+ KM,2014,Kuripan
4156,YAMAHA MIO GT 125,"Rp 7,900,000",30K+ KM,2014,Kuripan
4157,HONDA BEAT FISPORTY CW ESP,"Rp 14,300,000",30K+ KM,2017,Gubug
4158,KAWASAKI NINJA SS,"Rp 17,000,000",30K+ KM,2011,Gubug
4159,SUZUKI SATRIA FU 150,"Rp 14,600,000",30K+ KM,2016,Gubug
4160,HONDA SCOOPY ESP,"Rp 17,000,000",30K+ KM,2017,Gubug
4161,HONDA BEAT FISPORTY CW ESP,"Rp 14,300,000",30K+ KM,2017,Gubug
4162,HONDA SCOOPY ESP,"Rp 17,000,000",30K+ KM,2017,Gubug
4163,YAMAHA SOUL GT 125 AKS SSS,"Rp 10,100,000",30K+ KM,2015,Gubug
4164,HONDA SCOOPY ESP,"Rp 18,200,000",30K+ KM,2018,Gubug
4165,HONDA SCOOPY ESP,"Rp 15,000,000",30K+ KM,2018,Kulim
4166,HONDA BEAT FI POP CBS ISS,"Rp 12,000,000",30K+ KM,2018,Drangong
4167,HONDA BEAT FI CBS ISS,"Rp 13,700,000",30K+ KM,2018,Drangong
4168,YAMAHA FINO FI PREMIUM,"Rp 11,800,000",30K+ KM,2018,Drangong
4169,KAWASAKI NINJA 250,"Rp 33,000,000",30K+ KM,2014,Palangka
4170,HONDA CBR 150 R,"Rp 28,000,000",30K+ KM,2016,Palangka
4171,HONDA BEAT CW FI,"Rp 7,500,000",30K+ KM,2011,Palangka
4172,YAMAHA JUPITER MX,"Rp 9,700,000",30K+ KM,2013,Palangka
4173,HONDA SUPRA X 125 CC,"Rp 9,800,000",30K+ KM,2011,Tinjomoyo
4174,HONDA CB150R,"Rp 18,500,000",30K+ KM,2015,Tinjomoyo
4175,SUZUKI SATRIA F 150 CC,"Rp 14,500,000",30K+ KM,2019,Tinjomoyo
4176,YAMAHA NMAX SPECIAL CUSTOM,"Rp 25,000,000",10 - 20K KM,2017,Rungkut Tengah
4177,HONDA SUPRA GTR 150 EXL,"Rp 15,000,000",10 - 20K KM,2017,Rungkut Tengah
4178,HONDA SCOOPY FI CLASSIC,"Rp 14,500,000",30K+ KM,2016,Palangka
4179,KAWASAKI NINJA 250 FI,"Rp 47,000,000",10 - 20K KM,2016,Rungkut Tengah
4180,HONDA SUPRA X 125 PGMFI CW,"Rp 9,800,000",30K+ KM,2015,Sukarendah
4181,YAMAHA NEW VIXION,"Rp 15,000,000",30K+ KM,2014,Batuan Kaler
4182,HONDA SCOOPY ESP,"Rp 13,600,000",30K+ KM,2016,Pangulah Selatan
4183,YAMAHA NEW VIXION,"Rp 14,900,000",30K+ KM,2014,Regol Wetan
4184,HONDA BEAT CW FI,"Rp 13,200,000",30K+ KM,2018,Regol Wetan
4185,YAMAHA N MAX,"Rp 23,100,000",30K+ KM,2017,Regol Wetan
4186,HONDA BEAT CW FI,"Rp 13,200,000",30K+ KM,2018,Regol Wetan
4187,HONDA SCOOPY ESP,"Rp 14,300,000",30K+ KM,2017,Regol Wetan
4188,YAMAHA FINO FI PREMIUM,"Rp 12,000,000",30K+ KM,2017,Regol Wetan
4189,YAMAHA AEROX 155 VVA,"Rp 18,700,000",30K+ KM,2017,Regol Wetan
4190,YAMAHA LEXI,"Rp 17,400,000",30K+ KM,2018,Regol Wetan
4191,HONDA REVO FIT,"Rp 9,100,000",30K+ KM,2017,Baleendah
4192,HONDA CB150R STREETFIRE,"Rp 18,800,000",30K+ KM,2016,Gubug
4193,YAMAHA NEW V IXION KS,"Rp 16,500,000",30K+ KM,2014,Gubug
4194,HONDA VARIO 125 ESP CBS,"Rp 17,200,000",30K+ KM,2017,Gubug
4195,HONDA VARIO 125 ESP CBS,"Rp 17,200,000",30K+ KM,2017,Gubug
4196,YAMAHA FINO GRADE 125,"Rp 14,300,000",30K+ KM,2018,Sako Baru
4197,HONDA BEAT,"Rp 14,500,000",30K+ KM,2018,Kulim
4198,HONDA BEAT,"Rp 14,500,000",30K+ KM,2018,Kulim
4199,HONDA CB150R STREETFIRE,"Rp 18,800,000",30K+ KM,2016,Gubug
4200,HONDA BEAT CW FI,"Rp 13,300,000",30K+ KM,2015,Gubug
4201,HONDA BEAT CW FI,"Rp 12,800,000",30K+ KM,2014,Gubug
4202,HONDA CB150R,"Rp 19,500,000",30K+ KM,2018,Kulim
4203,KAWASAKI D TRACKER X,"Rp 18,500,000",30K+ KM,2013,Kulim
4204,HONDA BEAT,"Rp 14,500,000",30K+ KM,2018,Kulim
4205,HONDA SCOOPY,"Rp 18,500,000",30K+ KM,2019,Kulim
4206,HONDA SUPRA X 125 INJEKSI,"Rp 14,200,000",30K+ KM,2018,Kulim
4207,YAMAHA MIO M3 125,"Rp 11,200,000",30K+ KM,2018,Kulim
4208,SUZUKI SATRIA F 150,"Rp 8,500,000",30K+ KM,2011,Manarap Lama
4209,HONDA BEAT FI CBS ISS,"Rp 13,500,000",30K+ KM,2017,Cipare
4210,CRYSTAL,"Rp 7,000,000",30K+ KM,2019,Manarap Lama
4211,YAMAHA XABRE,"Rp 21,500,000",30K+ KM,2017,Pandaan
4212,HONDA BEAT CW FI,"Rp 14,200,000",30K+ KM,2017,Gunung Gangsir
4213,YAMAHA VEGA ZR DB,"Rp 10,250,000",30K+ KM,2017,Sako Baru
4214,SATRIA F 150,"Rp 6,500,000",30K+ KM,2006,Manarap Lama
4215,VARIO 150 ESP EXCLUSIVE,"Rp 15,000,000",30K+ KM,2015,Bengkong Laut
4216,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 16,500,000",30K+ KM,2016,Bengkong Laut
4217,YAMAHA SOUL GT,"Rp 8,500,000",30K+ KM,2014,Bengkong Laut
4218,SUZUKI SATRIA F 150,"Rp 11,000,000",30K+ KM,2014,Bengkong Laut
4219,YAMAHA LEXI S,"Rp 18,000,000",30K+ KM,2018,Bengkong Laut
4220,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 19,500,000",10 - 20K KM,2018,Siantan Hulu
4221,HONDA VARIO 125 ESP CBS,"Rp 18,500,000",5 - 10K KM,2019,Siantan Hulu
4222,HONDA NEW REVO FI FIT,"Rp 10,500,000",0 - 1K KM,2018,Siantan Hulu
4223,VARIO CW,"Rp 6,500,000",30K+ KM,2017,Sulingan
4224,YAMAHA VIXION,"Rp 15,500,000",30K+ KM,2014,Gunung Gangsir
4225,YAMAHA R15,"Rp 24,300,000",30K+ KM,2018,Ciluar
4226,YAMAHA AEROX 155 VVA-S,"Rp 23,500,000",30K+ KM,2018,Ciluar
4227,HONDA CBR 150 R,"Rp 25,500,000",30K+ KM,2018,Ciluar
4228,HONDA BEAT CW,"Rp 10,700,000",30K+ KM,2014,Utama
4229,HONDA BEAT FISPORTY CBSPLUS,"Rp 13,200,000",30K+ KM,2018,Utama
4230,KAWASAKI NEW NINJA 150 RR SE,"Rp 29,200,000",30K+ KM,2015,Ciluar
4231,NMAX ABS,"Rp 28,600,000",30K+ KM,2018,Ciluar
4232,HONDA NEW PCX 150 ,"Rp 28,000,000",30K+ KM,2018,Ciluar
4233,HONDA CBR 150 R,"Rp 27,500,000",30K+ KM,2017,Brumbungan
4234,HONDA VARIO TECHNO 110,"Rp 8,200,000",30K+ KM,2011,Godong
4235,KAWASAKI NINJA R,"Rp 19,400,000",30K+ KM,2012,Kuwaron
4236,YAMAHA ALL NEW VIXION GP,"Rp 20,000,000",30K+ KM,2018,Gunung Gangsir
4237,KAWASAKI NINJA RR 250 MONO,"Rp 30,000,000",1 - 5K KM,2018,Karangwaru
4238,HONDA VARIO 125 ESP CBS,"Rp 13,400,000",30K+ KM,2014,Karangwaru
4239,SUZUKI SATRIA FU 150,"Rp 13,000,000",30K+ KM,2015,Selaraja
4240,SUZUKI SATRIA FU 150,"Rp 13,800,000",30K+ KM,2015,Kuwaron
4241,HONDA VARIO 110 CBS ADVANCE,"Rp 11,000,000",30K+ KM,2014,Godong
4242,HONDA BEAT,"Rp 13,800,000",30K+ KM,2018,Tangkerang Labuai
4243,YAMAHA MIO FINO,"Rp 12,500,000",30K+ KM,2018,Tangkerang Labuai
4244,YAMAHA MIO SOUL GT STREET,"Rp 11,900,000",30K+ KM,2017,Karangwaru
4245,SUZUKI SKYDRIVE,"Rp 6,300,000",30K+ KM,2011,Karangwaru
4246,HONDA REVO X,"Rp 12,000,000",30K+ KM,2018,Tangkerang Labuai
4247,HONDA BEAT FISPORTY CW ESP,"Rp 13,800,000",30K+ KM,2016,Godong
4248,HONDA KARISMA,"Rp 6,400,000",30K+ KM,2005,Karangwaru
4249,HONDA NEW VARIO CW FI,"Rp 10,500,000",30K+ KM,2014,Selaraja
4250,HONDA CB150R,"Rp 11,000,000",30K+ KM,2013,Bengkong Laut
4251,HONDA VARIO TECHNO 110,"Rp 7,500,000",30K+ KM,2012,Bengkong Laut
4252,YAMAHA SCORPIO,"Rp 15,000,000",30K+ KM,2015,Bengkong Laut
4253,KAWASAKI NINJA RR,"Rp 28,600,000",30K+ KM,2015,Kuripan
4254,HONDA VARIO CW,"Rp 8,200,000",30K+ KM,2011,Danyang
4255,HONDA BEAT CW FI,"Rp 12,800,000",30K+ KM,2014,Danyang
4256,HONDA BEAT CW FI,"Rp 13,300,000",30K+ KM,2015,Danyang
4257,HONDA BEAT CW FI,"Rp 12,800,000",30K+ KM,2014,Danyang
4258,KAWASAKI NINJA RR,"Rp 28,500,000",30K+ KM,2015,Danyang
4259,HONDA BEAT,"Rp 13,250,000",30K+ KM,2017,Tinjomoyo
4260,HONDA BEAT CW FI,"Rp 12,000,000",30K+ KM,2016,Ciapus
4261,YAMAHA VIXION,"Rp 20,000,000",30K+ KM,2018,Ciapus
4262,HONDA BEAT FI CBS ISS,"Rp 12,000,000",30K+ KM,2016,Ciwaduk
4263,HONDA BEAT FI CBS ISS,"Rp 14,500,000",30K+ KM,2018,Ciwaduk
4264,HONDA VARIO 125 CBS ISS,"Rp 15,500,000",30K+ KM,2016,Ciwaduk
4265,HONDA BEAT FI CBS ISS,"Rp 14,500,000",30K+ KM,2018,Tangkerang Labuai
4266,HONDA SCOOPY ESP,"Rp 18,500,000",30K+ KM,2019,Tangkerang Labuai
4267,HONDA VARIO 125 ESP CBS,"Rp 12,500,000",30K+ KM,2014,Cinunuk
4268,HONDA SUPRA X 125 PGMFI,"Rp 10,800,000",30K+ KM,2015,Cinunuk
4269,YAMAHA NMAX ABS,"Rp 26,300,000",30K+ KM,2018,Tanimulya
4270,YAMAHA X-RIDE,"Rp 9,000,000",30K+ KM,2013,Jatimulya
4271,SUZUKI NEX II,"Rp 10,500,000",30K+ KM,2018,Rancamanyar
4272,YAMAHA NEW VIXION ADVANCE,"Rp 18,100,000",30K+ KM,2017,Tenjolaya
4273,YAMAHA N MAX,"Rp 22,000,000",30K+ KM,2016,Ciwaduk
4274,YAMAHA N MAX,"Rp 21,000,000",30K+ KM,2016,Penggilingan
4275,YAMAHA N MAX,"Rp 21,000,000",30K+ KM,2016,Penggilingan
4276,YAMAHA MIO M3 125,"Rp 10,500,000",30K+ KM,2018,Citerep
4277,NINJA 250,"Rp 23,000,000",30K+ KM,2015,Gunung Gangsir
4278,HONDA BEAT FI CBS ISS,"Rp 10,500,000",30K+ KM,2014,Citerep
4279,HONDA CB150R,"Rp 17,400,000",30K+ KM,2016,Cibeber
4280,SUZUKI GSX R150,"Rp 19,500,000",30K+ KM,2017,Cibeber
4281,HONDA SCOOPY ESP,"Rp 17,000,000",30K+ KM,2017,Danyang
4282,YAMAHA VIXION,"Rp 9,000,000",30K+ KM,2009,Gunung Gangsir
4283,YAMAHA MIO Z 125,"Rp 9,500,000",30K+ KM,2016,Tangkerang Labuai
4284,HONDA REVO FIT,"Rp 11,500,000",30K+ KM,2018,Tangkerang Labuai
4285,HONDA REVO FIT,"Rp 11,500,000",30K+ KM,2018,Tangkerang Labuai
4286,KAWASAKI KLX 150,"Rp 23,500,000",30K+ KM,2017,Tangkerang Labuai
4287,HONDA VARIO 125 ESP CBS,"Rp 18,500,000",1 - 5K KM,2018,Cibogogirang
4288,HONDA BEAT CBS FI,"Rp 14,500,000",30K+ KM,2018,Tangkerang Labuai
4289,HONDA REVO FIT,"Rp 11,500,000",30K+ KM,2018,Tangkerang Labuai
4290,HONDA SONIC 150 R,"Rp 15,500,000",30K+ KM,2016,Margatani
4291,HONDA NEW BEAT STREET ESP,"Rp 14,000,000",30K+ KM,2018,Margahayu Selatan
4292,KAWASAKI KLX 150,"Rp 28,000,000",30K+ KM,2017,Margatani
4293,HONDA BEAT CBS FI,"Rp 13,500,000",30K+ KM,2018,Margahayu Selatan
4294,YAMAHA VIXION,"Rp 13,400,000",30K+ KM,2013,Margatani
4295,SCOOPY FI CLASSIC,"Rp 13,000,000",30K+ KM,2014,Cibogogirang
4296,YAMAHA R15,"Rp 21,000,000",30K+ KM,2015,Margatani
4297,YAMAHA VIXION,"Rp 12,500,000",30K+ KM,2013,Pepelegi
4298,KAWASAKI NEW NINJA 150 RR,"Rp 34,000,000",30K+ KM,2015,Margatani
4299,HONDA SCOOPY,"Rp 10,000,000",30K+ KM,2011,Pepelegi
4300,YAMAHA MIO J,"Rp 7,800,000",30K+ KM,2012,Karangwaru
4301,HONDA VARIO CW,"Rp 8,700,000",30K+ KM,2011,Karangwaru
4302,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 16,500,000",30K+ KM,2016,Terondol
4303,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 16,500,000",30K+ KM,2016,Terondol
4304,YAMAHA X RIDE SE,"Rp 10,100,000",30K+ KM,2016,Terondol
4305,YAMAHA FINO FI PREMIUM,"Rp 10,400,000",30K+ KM,2016,Terondol
4306,YAMAHA MIO GT 125,"Rp 8,500,000",30K+ KM,2014,Karangwaru
4307,SUZUKI SATRIA F 150,"Rp 11,000,000",30K+ KM,2015,Tanjung Piayu
4308,YAMAHA VIXION,"Rp 13,500,000",30K+ KM,2014,Tanjung Piayu
4309,HONDA BEAT,"Rp 11,500,000",30K+ KM,2017,Tanjung Piayu
4310,HONDA BEAT FI CBS ISS,"Rp 10,000,000",30K+ KM,2014,Citerep
4311,HONDA NEW VARIO TECHNO,"Rp 13,000,000",30K+ KM,2016,Tanjung Piayu
4312,YAMAHA MIO,"Rp 6,000,000",10 - 20K KM,2010,Karangwaru
4313,HONDA REVO CW,"Rp 8,000,000",30K+ KM,2014,Pandaan
4314,HONDA SCOOPY FI CLASSIC,"Rp 13,100,000",30K+ KM,2014,Pabuaran
4315,SUZUKI SATRIA F 150,"Rp 15,000,000",30K+ KM,2015,Tinjomoyo
4316,YAMAHA NMAX ABS,"Rp 28,600,000",30K+ KM,2018,Lagoa
4317,HONDA BEAT CW,"Rp 9,500,000",30K+ KM,2014,Lagoa
4318,HONDA BEAT CW,"Rp 12,400,000",30K+ KM,2018,Lagoa
4319,HONDA NEW BEAT POPESPCWCOMIC,"Rp 11,100,000",30K+ KM,2017,Lagoa
4320,YAMAHA NMAX ABS,"Rp 27,200,000",30K+ KM,2017,Jatinegara
4321,HONDA VARIO 150 ESP SPORTY,"Rp 17,400,000",30K+ KM,2017,Jatinegara
4322,SUZUKI SATRIA R,"Rp 11,000,000",30K+ KM,2014,Gunung Gangsir
4323,SUZUKI SATRIA F 150,"Rp 9,215,000",30K+ KM,2012,Gunung Gangsir
4324,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 16,200,000",30K+ KM,2016,Gunung Gangsir
4325,YAMAHA NEW VIXION ADVANCE,"Rp 23,000,000",30K+ KM,2019,Kamasan
4326,YAMAHA NMAX ABS,"Rp 24,900,000",30K+ KM,2017,Kamasan
4327,YAMAHA NEW V IXION KS,"Rp 15,400,000",30K+ KM,2015,Kamasan
4328,KAWASAKI KLX 150,"Rp 23,500,000",30K+ KM,2017,Tangkerang Barat
4329,HONDA SCOOPY,"Rp 12,500,000",30K+ KM,2016,Tangkerang Barat
4330,HONDA BEAT CW FI,"Rp 11,300,000",30K+ KM,2015,Cinunuk
4331,HONDA SUPRA X 125 PGMFI,"Rp 10,800,000",30K+ KM,2015,Cinunuk
4332,HONDA VARIO CW,"Rp 11,000,000",30K+ KM,2012,Kuripan
4333,HONDA VARIO 150 ESP SPORTY,"Rp 20,500,000",30K+ KM,2019,Ciluar
4334,YAMAHA MIO M3 125,"Rp 9,000,000",30K+ KM,2015,Taman Baloi
4335,KAWASAKI NINJA 250,"Rp 31,000,000",30K+ KM,2014,Tanjung Sengkuang
4336,BEAT FI CBS ISS,"Rp 13,500,000",30K+ KM,2019,Bengkulu Selatan
4337,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 14,500,000",30K+ KM,2015,Petir
4338,HONDA SCOOPY ESP,"Rp 14,500,000",30K+ KM,2017,Petir
4339,HONDA VERZA 150 CW,"Rp 12,500,000",30K+ KM,2014,Tanjungsari
4340,HONDA NEW SUPRA X 125 TR3,"Rp 9,900,000",30K+ KM,2014,Tanjungsari
4341,SUZUKI SATRIA FU 150,"Rp 9,500,000",30K+ KM,2014,Tanjung Piayu
4342,SUZUKI SATRIA FU 150,"Rp 10,500,000",30K+ KM,2013,Tanjung Piayu
4343,HONDA BEAT CW FI,"Rp 13,500,000",30K+ KM,2018,Tanjung Piayu
4344,HONDA BEAT CW,"Rp 9,000,000",30K+ KM,2013,Gunung Gangsir
4345,YAMAHA SOUL GT,"Rp 7,500,000",30K+ KM,2014,Muktiharjo Lor
4346,YAMAHA VIXION,"Rp 15,000,000",30K+ KM,2015,Pesawahan
4347,YAMAHA X-RIDE,"Rp 9,500,000",30K+ KM,2014,Muktiharjo Lor
4348,YAMAHA JUPITER MX,"Rp 5,850,000",30K+ KM,2010,Pesawahan
4349,YAMAHA JUPITER Z,"Rp 6,500,000",30K+ KM,2011,Muktiharjo Lor
4350,HONDA MEGA PRO,"Rp 10,500,000",30K+ KM,2012,Muktiharjo Lor
4351,KAWASAKI NINJA R,"Rp 27,900,000",30K+ KM,2014,Tanimulya
4352,YAMAHA MIO M3 125,"Rp 9,500,000",30K+ KM,2015,Brumbungan
4353,HONDA BEAT CW FI,"Rp 12,500,000",30K+ KM,2016,Brumbungan
4354,HONDA BEAT CW,"Rp 9,500,000",30K+ KM,2013,Kupang Kota
4355,YAMAHA R15,"Rp 21,800,000",30K+ KM,2015,Godong
4356,HONDA VARIO 150 ESP SPORTY,"Rp 18,800,000",30K+ KM,2018,Ciluar
4357,SUZUKI SATRIA FU 150,"Rp 13,000,000",30K+ KM,2014,Godong
4358,YAMAHA MIO GT 125,"Rp 8,300,000",30K+ KM,2013,Godong
4359,HONDA BEAT FISPORTY CW ESP,"Rp 14,300,000",30K+ KM,2017,Godong
4360,HONDA CBR 150 R,"Rp 15,000,000",30K+ KM,2016,Bojongsoang
4361,HONDA VARIO 125 ESP CBS,"Rp 16,200,000",30K+ KM,2016,Danyang
4362,HONDA BEAT CW FI,"Rp 9,000,000",30K+ KM,2012,Bojongsoang
4363,KAWASAKI NINJA RR,"Rp 27,500,000",30K+ KM,2014,Regol
4364,HONDA CBR 150 R,"Rp 19,000,000",30K+ KM,2014,Regol
4365,SUZUKI SATRIA F 150,"Rp 13,900,000",30K+ KM,2015,Tanimulya
4366,YAMAHA MIO GT CUSTOM,"Rp 7,500,000",30K+ KM,2014,Regol
4367,HONDA BEAT CBS FI,"Rp 13,800,000",30K+ KM,2018,Regol
4368,SUZUKI GSX R150,"Rp 21,500,000",30K+ KM,2017,Regol
4369,KTM AUSTRIA DUKE 250,"Rp 50,000,000",30K+ KM,2014,Regol
4370,HONDA SONIC 150 R,"Rp 15,500,000",30K+ KM,2016,Situwangi
4371,HONDA NEW BEAT STREET ESP,"Rp 13,000,000",30K+ KM,2018,Kendayakan
4372,YAMAHA MIO M3 125,"Rp 8,500,000",30K+ KM,2016,Kendayakan
4373,YAMAHA FINO SPORTY ,"Rp 9,400,000",30K+ KM,2015,Jatinegara
4374,HONDA SCOOPY,"Rp 12,400,000",30K+ KM,2013,Jatinegara
4375,YAMAHA MIO SOUL,"Rp 12,500,000",30K+ KM,2017,Kamasan
4376,YAMAHA FINO FI PREMIUM,"Rp 11,000,000",30K+ KM,2018,Kendayakan
4377,YAMAHA VIXION,"Rp 12,500,000",30K+ KM,2014,Kendayakan
4378,YAMAHA VIXION,"Rp 11,800,000",30K+ KM,2013,Kendayakan
4379,YAMAHA VIXION,"Rp 12,500,000",30K+ KM,2014,Kendayakan
4380,HONDA SCOOPY ESP,"Rp 13,600,000",30K+ KM,2016,Kamasan
4381,HONDA CBR 150 RC,"Rp 22,700,000",30K+ KM,2016,Kamasan
4382,YAMAHA X-RIDE,"Rp 12,800,000",30K+ KM,2018,Bunijaya
4383,HONDA VARIO CW,"Rp 15,000,000",5 - 10K KM,2018,Nogotirto
4384,YAMAHA ALL NEW VIXION,"Rp 19,500,000",30K+ KM,2015,Nogotirto
4385,YAMAHA MIO SOUL GT STREET,"Rp 10,750,000",30K+ KM,2014,Parit Tokaya
4386,HONDA SUPRA X 125 R,"Rp 12,000,000",10 - 20K KM,2017,Nogotirto
4387,HONDA CBR 150 R,"Rp 25,500,000",30K+ KM,2018,Ciluar
4388,HONDA SUPRA X 125 CW,"Rp 9,500,000",10 - 30K KM,2011,Parit Tokaya
4389,YAMAHA JUPITER Z,"Rp 10,700,000",30K+ KM,2017,Tangkerang Barat
4390,HONDA BEAT,"Rp 14,500,000",30K+ KM,2018,Tangkerang Barat
4391,HONDA BEAT,"Rp 14,500,000",30K+ KM,2018,Tangkerang Barat
4392,HONDA REVO FIT,"Rp 11,500,000",30K+ KM,2018,Tangkerang Barat
4393,KAWASAKI KLX 150,"Rp 18,500,000",30K+ KM,2015,Tangkerang Barat
4394,YAMAHA MIO M3 125,"Rp 10,900,000",30K+ KM,2018,Cangkuang Kulon(barat)
4395,HONDA BEAT FI CBS ISS,"Rp 13,500,000",30K+ KM,2018,Cibogo
4396,YAMAHA VIXION,"Rp 14,900,000",30K+ KM,2012,Babadan
4397,YAMAHA MIO M3 125,"Rp 12,000,000",5 - 10K KM,2019,Penengahan Raya
4398,KAWASAKI NINJA 250 FI,"Rp 39,000,000",30K+ KM,2015,Jatimulya
4399,YAMAHA ALL NEW X-RIDE 125,"Rp 14,000,000",30K+ KM,2018,Jatimulya
4400,YAMAHA LEXI,"Rp 17,400,000",30K+ KM,2018,Jatimulya
4401,HONDA BEAT,"Rp 11,000,000",30K+ KM,2015,Babadan
4402,YAMAHA SOUL GT,"Rp 8,000,000",30K+ KM,2012,Babadan
4403,HONDA PCX,"Rp 29,100,000",30K+ KM,2019,Situ
4404,HONDA SCOOPY,"Rp 10,500,000",30K+ KM,2012,Babadan
4405,HONDA NEW VARIO CW,"Rp 21,000,000",30K+ KM,2019,Sungai Raya
4406,KAWASAKI KLX 150,"Rp 30,000,000",30K+ KM,2011,Sungai Raya
4407,HONDA VARIO 125 CBS ISS,"Rp 13,000,000",30K+ KM,2014,Mungguk
4408,YAMAHA VEGA FORCE DB CW,"Rp 6,500,000",30K+ KM,2014,Cigadung
4409,HONDA BEAT FI CBS ISS,"Rp 14,500,000",1 - 5K KM,2019,Pangkal Lalang
4410,YAMAHA FINO SPORTY ,"Rp 15,500,000",10 - 20K KM,2018,Pangkal Lalang
4411,YAMAHA VIXION,"Rp 15,000,000",30K+ KM,2014,Pandaan
4412,HONDA CB150R STREETFIRE,"Rp 16,000,000",30K+ KM,2015,Lampegan
4413,KAWASAKI NINJA 250 FI,"Rp 37,900,000",30K+ KM,2013,Lampegan
4414,HONDA VERZA 150 CW,"Rp 16,500,000",30K+ KM,2017,Mungguk
4415,HONDA NEW VARIO TECHNO,"Rp 10,200,000",30K+ KM,2013,Cikutra
4416,YAMAHA JUPITER MX KING 150,"Rp 13,900,000",30K+ KM,2017,Cikutra
4417,YAMAHA MIO GT 125,"Rp 12,000,000",30K+ KM,2018,Sindang Jaya
4418,LEXI,"Rp 19,000,000",30K+ KM,2019,Cigadung
4419,HONDA BEAT,"Rp 10,500,000",30K+ KM,2015,Paal Satu
4420,HONDA NEW PCX 150 ABS,"Rp 30,000,000",5 - 10K KM,2018,Paal Satu
4421,YAMAHA X-RIDE,"Rp 12,200,000",30K+ KM,2017,Sukamenak
4422,YAMAHA ALL NEW X-RIDE 125,"Rp 14,000,000",30K+ KM,2018,Sukamenak
4423,YAMAHA MIO Z 125,"Rp 11,000,000",30K+ KM,2017,Sukamenak
4424,KAWASAKI NINJA SS,"Rp 16,300,000",30K+ KM,2011,Rejosari
4425,YAMAHA R15,"Rp 22,700,000",30K+ KM,2016,Rejosari
4426,SUZUKI SATRIA F 150,"Rp 11,500,000",30K+ KM,2015,Rejosari
